season,rank,player,age,yrs,g,mp,fg,fga,3p,3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg%,3p%,ft%,mp_(per_game),pts_(per_game),trb_(per_game),ast_(per_game),stl_(per_game),blk_(per_game),debut_date,debut_match
2022-2023,67,Shaedon Sharpe,19,3,129,3360,586,1321,191,566,225,289,117,453,228,79,40,189,254,1588,0.444,0.337,0.779,26.0,12.3,3.5,1.8,0.6,0.3,2022-10-19, POR @ SAC
2022-2023,68,Dru Smith,25,3,34,463,53,120,22,56,9,11,18,69,52,28,12,18,50,137,0.442,0.393,0.818,13.6,4.0,2.0,1.5,0.8,0.4,2022-10-26, MIA @ POR
2022-2023,69,Jabari Smith Jr.,19,3,181,5672,848,1969,303,897,360,447,307,1361,247,103,160,212,491,2359,0.431,0.338,0.805,31.3,13.0,7.5,1.4,0.6,0.9,2022-10-19, HOU @ ATL
2022-2023,70,Jeremy Sochan,19,3,142,3987,659,1463,107,380,224,306,267,866,422,118,70,258,336,1649,0.45,0.282,0.732,28.1,11.6,6.1,3.0,0.8,0.5,2022-10-19, SAS vs. CHO
2022-2023,71,Cole Swider,23,3,27,141,18,52,13,43,2,2,2,16,10,1,1,8,8,51,0.346,0.302,1.0,5.2,1.9,0.6,0.4,0.0,0.0,2022-10-18, LAL @ GSW
2022-2023,72,Dalen Terry,20,3,122,1232,138,303,34,128,61,92,57,185,126,53,30,61,140,371,0.455,0.266,0.663,10.1,3.0,1.5,1.0,0.4,0.2,2022-10-22, CHI vs. CLE
2022-2023,73,Stanley Umude,23,3,31,326,38,88,25,57,31,36,8,54,12,9,9,14,40,132,0.432,0.439,0.861,10.5,4.3,1.7,0.4,0.3,0.3,2023-02-15, DET @ BOS
2022-2023,74,Jabari Walker,20,3,148,2546,341,769,60,213,174,229,217,702,118,60,38,108,269,916,0.443,0.282,0.76,17.2,6.2,4.7,0.8,0.4,0.3,2022-10-24, POR vs. DEN
2022-2023,75,TyTy Washington Jr.,21,3,45,516,67,186,23,89,10,18,3,51,56,20,2,17,30,167,0.36,0.258,0.556,11.5,3.7,1.1,1.2,0.4,0.0,2022-11-14, HOU vs. LAC
2022-2023,76,Peyton Watson,20,3,126,2247,314,661,70,218,118,173,86,372,125,64,121,84,205,816,0.475,0.321,0.682,17.8,6.5,3.0,1.0,0.5,1.0,2022-10-19, DEN @ UTA
2022-2023,77,Blake Wesley,19,3,118,1783,203,501,36,127,93,143,36,192,300,63,16,141,168,535,0.405,0.283,0.65,15.1,4.5,1.6,2.5,0.5,0.1,2022-10-28, SAS vs. CHI
2022-2023,78,Jack White,25,2,21,130,10,35,5,19,2,3,10,29,5,7,3,4,12,27,0.286,0.263,0.667,6.2,1.3,1.4,0.2,0.3,0.1,2022-10-26, DEN vs. LAL
2022-2023,79,Alondes Williams,23,3,9,25,4,10,1,5,1,1,0,2,1,0,1,4,3,10,0.4,0.2,1.0,2.8,1.1,0.2,0.1,0.0,0.1,2022-12-10, BRK @ IND
2022-2023,80,Donovan Williams,21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,0.4,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,2023-04-04,ATL @ CHI
2022-2023,81,Jalen Williams,21,3,171,5301,1162,2211,226,576,404,497,143,771,695,233,100,302,433,2954,0.526,0.392,0.813,31.0,17.3,4.5,4.1,1.4,0.6,2022-10-19, OKC @ MIN
2022-2023,82,Jaylin Williams,20,2,118,1811,197,462,99,257,71,95,80,475,186,56,39,71,209,564,0.426,0.385,0.747,15.3,4.8,4.0,1.6,0.5,0.3,2022-10-23, OKC vs. MIN
2022-2023,83,Jeenathan Williams,23,3,30,266,54,93,6,15,9,16,22,41,17,8,3,8,23,123,0.581,0.4,0.563,8.9,4.1,1.4,0.6,0.3,0.1,2023-04-02,POR @ MIN
2022-2023,84,Mark Williams,21,3,66,1383,273,424,0,0,120,170,179,510,45,45,67,59,149,666,0.644,,0.706,21.0,10.1,7.7,0.7,0.7,1.0,2022-10-19, CHO @ SAS
2022-2023,85,Vince Williams Jr.,22,3,70,1586,188,438,84,245,107,136,67,316,188,53,38,104,156,567,0.429,0.343,0.787,22.7,8.1,4.5,2.7,0.8,0.5,2022-10-22, MEM @ DAL
2023-2024,1,Timmy Allen,24,1,5,125,6,23,0,7,1,2,4,17,5,4,0,2,18,13,0.261,0.0,0.5,25.0,2.6,3.4,1.0,0.8,0.0,2024-04-06,MEM vs. PHI
2023-2024,2,Ibou Badji,21,1,22,226,14,22,0,0,6,12,20,51,13,3,20,15,46,34,0.636,,0.5,10.3,1.5,2.3,0.6,0.1,0.9,2023-12-26, POR vs. SAC
2023-2024,3,Amari Bailey,19,1,10,65,8,24,1,8,6,7,6,9,7,3,0,4,2,23,0.333,0.125,0.857,6.5,2.3,0.9,0.7,0.3,0.0,2023-11-12, CHO @ NYK
2023-2024,4,Emoni Bates,20,1,15,133,15,49,10,33,1,4,1,14,10,1,2,8,5,41,0.306,0.303,0.25,8.9,2.7,0.9,0.7,0.1,0.1,2023-10-28, CLE vs. IND
2023-2024,5,Jules Bernard,24,1,19,149,29,64,11,29,5,9,10,26,16,3,1,8,14,74,0.453,0.379,0.556,7.8,3.9,1.4,0.8,0.2,0.1,2023-12-08,WAS @ BRK
2023-2024,6,Onuralp Bitim,24,1,23,268,32,84,12,44,4,5,6,32,13,3,2,10,24,80,0.381,0.273,0.8,11.7,3.5,1.4,0.6,0.1,0.1,2023-11-04,CHI @ DEN
2023-2024,7,Anthony Black,20,2,96,1819,195,437,53,159,97,148,48,216,194,61,43,119,167,540,0.446,0.333,0.655,18.9,5.6,2.3,2.0,0.6,0.4,2023-10-25, ORL vs. HOU
2023-2024,8,Leaky Black,24,1,26,284,25,52,9,20,10,15,9,48,24,8,11,6,19,69,0.481,0.45,0.667,10.9,2.7,1.8,0.9,0.3,0.4,2023-11-08,CHO vs. WAS
2023-2024,9,Izaiah Brockington,24,1,1,3,2,5,0,1,0,0,1,2,0,0,0,0,0,4,0.4,0.0,,3.0,4.0,2.0,0.0,0.0,0.0,2024-03-05,NOP @ TOR
2023-2024,10,Kobe Brown,24,2,51,441,46,110,15,54,2,4,25,78,29,13,6,9,54,109,0.418,0.278,0.5,8.6,2.1,1.5,0.6,0.3,0.1,2023-10-25, LAC vs. POR
2023-2024,11,Kobe Bufkin,20,2,27,320,52,139,13,59,17,26,11,54,44,10,7,18,29,134,0.374,0.22,0.654,11.9,5.0,2.0,1.6,0.4,0.3,2023-10-29, ATL @ MIL
2023-2024,12,Toumani Camara,23,2,95,2497,280,635,97,277,93,125,191,469,139,101,45,124,246,750,0.441,0.35,0.744,26.3,7.9,4.9,1.5,1.1,0.5,2023-10-25, POR @ LAC
2023-2024,13,D.J. Carton,23,2,8,69,4,15,1,7,5,6,2,8,6,3,0,5,4,14,0.267,0.143,0.833,8.6,1.8,1.0,0.8,0.4,0.0,2024-02-22, TOR vs. BRK
2023-2024,14,Colin Castleton,23,2,24,81,10,20,0,2,14,14,8,19,3,2,1,3,14,34,0.5,0.0,1.0,3.4,1.4,0.8,0.1,0.1,0.0,2023-11-04,LAL @ ORL
2023-2024,15,Malcolm Cazalon,22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0,2023-11-05,DET vs. PHO
2023-2024,16,Sidy Cissoko,19,2,22,171,18,40,2,14,12,19,10,30,15,7,3,4,22,50,0.45,0.143,0.632,7.8,2.3,1.4,0.7,0.3,0.1,2023-11-20, SAS vs. LAC
2023-2024,17,Noah Clowney,19,2,39,636,91,197,39,104,36,51,41,132,28,13,27,27,66,257,0.462,0.375,0.706,16.3,6.6,3.4,0.7,0.3,0.7,2023-11-25, BRK vs. MIA
2023-2024,18,Bilal Coulibaly,19,2,85,2481,286,653,87,261,148,202,89,375,180,89,65,130,192,807,0.438,0.333,0.733,29.2,9.5,4.4,2.1,1.0,0.8,2023-10-25, WAS @ IND
2023-2024,19,Ricky Council IV,22,2,50,511,83,185,19,60,77,101,23,81,32,12,5,10,30,262,0.449,0.317,0.762,10.2,5.2,1.6,0.6,0.2,0.1,2024-01-02,PHI vs. CHI
2023-2024,20,Jalen Crutcher,24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,2024-02-27, NOP @ NYK
2023-2024,21,Dexter Dennis,24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,0.526,0.125,0.333,7.5,5.5,2.3,1.0,0.0,0.3,2023-12-01,DAL vs. MEM
2023-2024,22,Gradey Dick,20,2,81,1948,316,752,141,396,116,131,40,199,109,52,7,83,132,889,0.42,0.356,0.885,24.0,11.0,2.5,1.3,0.6,0.1,2023-10-25, TOR vs. MIN
2023-2024,23,Henri Drell,23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,0.4,0.333,0.5,7.5,2.8,1.0,1.0,0.5,0.3,2024-03-14, CHI vs. LAC
2023-2024,24,Tosan Evbuomwan,22,1,17,367,36,71,12,32,17,25,18,60,16,6,5,9,23,101,0.507,0.375,0.68,21.6,5.9,3.5,0.9,0.4,0.3,2024-02-02,MEM vs. GSW
2023-2024,25,Adam Flagler,24,2,13,54,6,27,6,25,0,0,2,6,4,2,0,0,4,18,0.222,0.24,,4.2,1.4,0.5,0.3,0.2,0.0,2024-02-23, OKC vs. WAS
2023-2024,26,Jordan Ford,25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,0.571,0.667,1.0,3.7,2.0,0.3,0.3,0.0,0.0,2023-10-25, SAC @ UTA
2023-2024,27,Javon Freeman-Liberty,24,1,22,403,55,124,10,42,33,36,16,70,40,10,4,25,28,153,0.444,0.238,0.917,18.3,7.0,3.2,1.8,0.5,0.2,2024-01-17, TOR vs. MIA
2023-2024,28,Alex Fudge,20,1,6,40,6,15,1,5,2,2,4,5,0,3,0,2,2,15,0.4,0.2,1.0,6.7,2.5,0.8,0.0,0.5,0.0,2023-11-04,LAL @ ORL
2023-2024,29,Andrew Funk,24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,0.0,0.0,,2.6,0.0,0.0,0.0,0.2,0.2,2024-03-14, CHI vs. LAC
2023-2024,30,Kaiser Gates,27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,,7.0,0.0,1.0,0.0,0.0,0.0,2023-10-30, NOP vs. GSW
2023-2024,31,Keyonte George,20,2,98,2748,444,1130,207,617,247,293,27,288,465,54,11,263,132,1342,0.393,0.335,0.843,28.0,13.7,2.9,4.7,0.6,0.1,2023-10-25, UTA vs. SAC
2023-2024,32,Collin Gillespie,24,2,25,228,33,71,16,39,8,12,1,21,27,13,0,14,24,90,0.465,0.41,0.667,9.1,3.6,0.8,1.1,0.5,0.0,2023-10-24, DEN vs. LAL
2023-2024,33,Mouhamadou Gueye,25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,0.289,0.0,0.444,10.9,2.4,2.1,0.5,0.3,1.6,2024-02-12, TOR vs. SAS
2023-2024,34,Mouhamed Gueye,21,2,8,84,9,27,3,11,5,6,10,24,4,5,4,2,13,26,0.333,0.273,0.833,10.5,3.3,3.0,0.5,0.6,0.5,2023-10-29, ATL @ MIL
2023-2024,35,Jordan Hawkins,21,2,78,1462,221,582,131,364,95,111,34,190,84,22,11,54,84,668,0.38,0.36,0.856,18.7,8.6,2.4,1.1,0.3,0.1,2023-10-25, NOP @ MEM
2023-2024,36,Scoot Henderson,19,2,80,2233,381,978,104,327,206,254,65,244,428,65,15,265,240,1072,0.39,0.318,0.811,27.9,13.4,3.1,5.4,0.8,0.2,2023-10-25, POR @ LAC
2023-2024,37,Taylor Hendricks,20,2,43,931,112,258,56,152,26,33,51,200,34,33,34,29,85,306,0.434,0.368,0.788,21.7,7.1,4.7,0.8,0.8,0.8,2023-10-25, UTA vs. SAC
2023-2024,38,D'Moi Hodge,25,1,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,0.333,0.25,0.5,5.9,2.0,0.0,0.7,0.1,0.1,2023-11-04,LAL @ ORL
2023-2024,39,Chet Holmgren,21,2,92,2678,561,1064,143,386,256,324,145,735,220,61,216,154,215,1521,0.527,0.37,0.79,29.1,16.5,8.0,2.4,0.7,2.3,2023-10-25, OKC @ CHI
2023-2024,40,Jalen Hood-Schifino,20,2,23,123,11,46,2,15,14,22,3,14,9,3,3,10,16,38,0.239,0.133,0.636,5.3,1.7,0.6,0.4,0.1,0.1,2023-11-27, LAL @ PHI
2023-2024,41,Jett Howard,20,2,43,335,47,128,31,100,8,11,11,37,18,7,8,10,26,133,0.367,0.31,0.727,7.8,3.1,0.9,0.4,0.2,0.2,2023-10-25, ORL vs. HOU
2023-2024,42,Matthew Hurt,23,1,8,113,12,34,5,20,3,3,9,16,4,3,3,2,8,32,0.353,0.25,1.0,14.1,4.0,2.0,0.5,0.4,0.4,2024-01-29, MEM vs. SAC
2023-2024,43,Andre Jackson Jr.,22,2,81,1004,84,183,33,88,12,19,62,187,84,35,13,60,154,213,0.459,0.375,0.632,12.4,2.6,2.3,1.0,0.4,0.2,2023-10-29, MIL vs. ATL
2023-2024,44,GG Jackson II,19,1,48,1233,241,563,102,286,115,153,53,196,59,28,24,65,64,699,0.428,0.357,0.752,25.7,14.6,4.1,1.2,0.6,0.5,2023-10-30, MEM vs. DAL
2023-2024,45,Trayce Jackson-Davis,23,2,91,1518,309,459,0,2,93,164,173,449,127,35,92,67,134,711,0.673,0.0,0.567,16.7,7.8,4.9,1.4,0.4,1.0,2023-10-27, GSW @ SAC
2023-2024,46,Jaime Jaquez Jr.,22,2,94,2515,402,842,75,239,173,219,109,380,237,96,22,138,196,1052,0.477,0.314,0.79,26.8,11.2,4.0,2.5,1.0,0.2,2023-10-25, MIA vs. DET
2023-2024,47,Trey Jemison,24,2,40,725,89,165,0,0,28,42,81,172,35,19,34,44,93,206,0.539,,0.667,18.1,5.2,4.3,0.9,0.5,0.9,2024-01-24, WAS vs. MIN
2023-2024,48,Keyontae Johnson,23,1,9,66,5,16,1,3,0,0,4,10,4,1,0,4,5,11,0.313,0.333,,7.3,1.2,1.1,0.4,0.1,0.0,2023-10-29, OKC vs. DEN
2023-2024,49,Colby Jones,21,2,46,274,36,90,6,29,6,11,21,54,24,11,9,16,37,84,0.4,0.207,0.545,6.0,1.8,1.2,0.5,0.2,0.2,2023-10-25, SAC @ UTA
2023-2024,50,Maxwell Lewis,21,2,41,132,6,27,1,9,2,3,4,6,8,3,1,12,6,15,0.222,0.111,0.667,3.2,0.4,0.1,0.2,0.1,0.0,2023-10-24, LAL @ DEN
2023-2024,51,E.J. Liddell,23,2,14,54,6,14,3,11,4,4,1,10,4,3,3,4,10,19,0.429,0.273,1.0,3.9,1.4,0.7,0.3,0.2,0.2,2023-10-28, NOP vs. NYK
2023-2024,52,Dereck Lively II,19,2,75,1764,292,401,0,2,74,134,197,533,108,47,109,74,201,658,0.728,0.0,0.552,23.5,8.8,7.1,1.4,0.6,1.5,2023-10-25, DAL @ SAS
2023-2024,53,Chris Livingston,20,2,24,96,12,24,1,5,3,4,4,23,6,3,0,6,15,28,0.5,0.2,0.75,4.0,1.2,1.0,0.3,0.1,0.0,2023-11-01,MIL @ TOR
2023-2024,54,Seth Lundy,23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,0.235,0.231,0.75,5.8,1.6,0.8,0.0,0.0,0.0,2023-12-15, ATL @ TOR
2023-2024,55,Nathan Mensah,25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,0.429,,0.75,12.3,1.3,2.6,0.4,0.2,0.6,2023-12-15, CHO vs. NOP
2023-2024,56,Vasilije Micić,30,2,74,1484,200,486,61,204,68,85,27,131,317,38,7,128,87,529,0.412,0.299,0.8,20.1,7.1,1.8,4.3,0.5,0.1,2023-10-27, OKC @ CLE
2023-2024,57,Brandon Miller,21,2,95,3108,637,1480,267,727,200,236,81,425,247,90,58,194,242,1741,0.43,0.367,0.847,32.7,18.3,4.5,2.6,0.9,0.6,2023-10-25, CHO vs. ATL
2023-2024,58,Jordan Miller,24,2,23,271,48,103,8,26,19,24,20,40,20,5,2,16,19,123,0.466,0.308,0.792,11.8,5.3,1.7,0.9,0.2,0.1,2023-10-25, LAC vs. POR
2023-2024,59,Leonard Miller,20,1,17,52,13,20,2,5,1,2,5,20,8,2,1,1,5,29,0.65,0.4,0.5,3.1,1.7,1.2,0.5,0.1,0.1,2023-10-28, MIN vs. MIA
2023-2024,60,Dariq Whitehead,19,2,5,50,7,16,6,13,1,2,0,7,4,2,2,3,1,21,0.438,0.462,0.5,10.0,4.2,1.4,0.8,0.4,0.4,2023-11-25, BRK vs. MIA
2023-2024,61,Taze Moore,25,2,6,60,10,29,2,11,2,4,8,16,6,4,0,5,4,24,0.345,0.182,0.5,10.0,4.0,2.7,1.0,0.7,0.0,2024-01-21, POR @ LAL
2023-2024,62,Kris Murray,23,2,83,1615,183,446,60,216,45,76,107,272,94,62,24,67,113,471,0.41,0.278,0.592,19.5,5.7,3.3,1.1,0.7,0.3,2023-10-25, POR @ LAC
2023-2024,63,Pete Nance,23,1,8,27,1,6,1,1,0,2,0,3,0,1,0,1,2,3,0.167,1.0,0.0,3.4,0.4,0.4,0.0,0.1,0.0,2024-01-20, CLE @ ATL
2023-2024,64,Markquis Nowell,24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,0.0,,1.0,4.0,2.0,2.0,2.0,1.0,0.0,2023-11-15, TOR vs. MIL
2023-2024,65,Mãozinha Pereira,23,1,7,122,18,35,5,13,7,10,11,37,2,6,4,5,10,48,0.514,0.385,0.7,17.4,6.9,5.3,0.3,0.9,0.6,2024-03-20, MEM @ GSW
2023-2024,66,Drew Peterson,24,2,10,104,9,21,7,18,6,7,4,17,5,4,2,4,8,31,0.429,0.389,0.857,10.4,3.1,1.7,0.5,0.4,0.2,2023-12-23, BOS @ LAC
2023-2024,67,Filip Petrušev,23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,0.5,,0.5,3.3,1.0,0.3,0.0,0.0,0.0,2023-10-29, PHI vs. POR
2023-2024,68,Julian Phillips,20,2,65,677,73,174,32,99,26,41,31,87,24,24,13,20,75,204,0.42,0.323,0.634,10.4,3.1,1.3,0.4,0.4,0.2,2023-10-25, CHI vs. OKC
2023-2024,69,Jalen Pickett,24,2,32,163,18,40,11,29,3,4,2,19,29,5,0,11,19,50,0.45,0.379,0.75,5.1,1.6,0.6,0.9,0.2,0.0,2023-10-24, DEN vs. LAL
2023-2024,70,Brandin Podziemski,20,2,97,2540,341,781,111,319,71,107,142,537,352,80,21,117,162,864,0.437,0.348,0.664,26.2,8.9,5.5,3.6,0.8,0.2,2023-10-30, GSW @ NOP
2023-2024,71,Craig Porter Jr.,23,2,67,800,134,259,17,45,44,61,22,123,140,26,21,54,47,329,0.517,0.378,0.721,11.9,4.9,1.8,2.1,0.4,0.3,2023-10-28, CLE vs. IND
2023-2024,72,Olivier-Maxence Prosper,21,2,55,433,51,133,16,54,33,50,36,105,26,10,6,9,27,151,0.383,0.296,0.66,7.9,2.7,1.9,0.5,0.2,0.1,2023-11-03,DAL @ DEN
2023-2024,73,Duop Reath,27,2,81,1297,240,525,95,264,69,93,99,263,70,33,40,53,171,644,0.457,0.36,0.742,16.0,8.0,3.2,0.9,0.4,0.5,2023-11-12, POR @ LAL
2023-2024,74,Rayan Rupert,19,2,60,856,82,225,37,107,27,37,41,126,73,19,5,43,72,228,0.364,0.346,0.73,14.3,3.8,2.1,1.2,0.3,0.1,2023-10-25, POR @ LAC
2023-2024,75,Jermaine Samuels,25,1,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,0.643,0.0,1.0,4.3,1.4,0.9,0.2,0.1,0.1,2023-10-25, HOU @ ORL
2023-2024,76,Adama Sanogo,21,2,13,87,18,34,0,0,8,12,24,42,1,1,0,6,6,44,0.529,,0.667,6.7,3.4,3.2,0.1,0.1,0.0,2023-12-28, CHI vs. IND
2023-2024,77,Gui Santos,21,2,29,214,30,60,11,30,17,19,18,55,16,4,2,9,26,88,0.5,0.367,0.895,7.4,3.0,1.9,0.6,0.1,0.1,2023-11-16, GSW vs. OKC
2023-2024,78,Marcus Sasser,23,2,88,1578,264,595,104,276,64,72,18,143,264,59,15,103,116,696,0.444,0.377,0.889,17.9,7.9,1.6,3.0,0.7,0.2,2023-10-25, DET @ MIA
2023-2024,79,Brice Sensabaugh,20,2,50,879,137,328,65,186,49,54,27,140,72,23,7,73,60,388,0.418,0.349,0.907,17.6,7.8,2.8,1.4,0.5,0.1,2023-10-25, UTA vs. SAC
2023-2024,80,Ben Sheppard,22,2,70,1086,118,295,68,203,23,26,20,118,70,38,6,20,121,327,0.4,0.335,0.885,15.5,4.7,1.7,1.0,0.5,0.1,2023-10-25, IND vs. WAS
2023-2024,81,Dmytro Skapintsev,25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2023-12-23, NYK vs. MIL
2023-2024,82,Jalen Slawson,24,1,12,37,4,6,0,2,0,0,1,7,2,1,1,2,8,8,0.667,0.0,,3.1,0.7,0.6,0.2,0.1,0.1,2023-11-15, SAC @ LAL
2023-2024,83,Nick Smith Jr.,19,2,64,850,129,337,71,172,13,15,19,83,69,14,8,42,63,342,0.383,0.413,0.867,13.3,5.3,1.3,1.1,0.2,0.1,2023-10-25, CHO vs. ATL
2023-2024,84,Terquavion Smith,21,1,16,84,18,46,13,35,3,5,0,4,12,8,0,7,8,52,0.391,0.371,0.6,5.3,3.3,0.3,0.8,0.5,0.0,2024-01-19, PHI @ ORL
2023-2024,85,Pat Spencer,27,2,14,70,8,20,0,5,2,2,6,11,17,5,0,5,5,18,0.4,0.0,1.0,5.0,1.3,0.8,1.2,0.4,0.0,2024-02-25, GSW vs. DEN
2023-2024,86,Julian Strawther,21,2,73,1028,154,377,72,216,57,74,12,109,80,35,16,45,114,437,0.408,0.333,0.77,14.1,6.0,1.5,1.1,0.5,0.2,2023-10-27, DEN @ MEM
2023-2024,87,Amen Thompson,21,2,88,2093,359,662,17,89,172,251,208,590,215,109,62,137,203,907,0.542,0.191,0.685,23.8,10.3,6.7,2.4,1.2,0.7,2023-10-25, HOU @ ORL
2023-2024,88,Ausar Thompson,21,2,69,1673,246,515,24,123,74,126,136,420,134,70,62,93,188,590,0.478,0.195,0.587,24.2,8.6,6.1,1.9,1.0,0.9,2023-10-25, DET @ MIA
2023-2024,89,Jacob Toppin,23,2,16,59,6,12,1,6,2,2,3,10,5,0,1,2,3,15,0.5,0.167,1.0,3.7,0.9,0.6,0.3,0.0,0.1,2023-12-05,NYK @ MIL
2023-2024,90,Oscar Tshiebwe,24,2,9,58,10,20,0,0,9,12,11,25,2,4,1,1,6,29,0.5,,0.75,6.4,3.2,2.8,0.2,0.4,0.1,2023-12-09,IND @ LAL
2023-2024,91,Hunter Tyson,23,2,33,182,21,48,9,31,10,11,7,35,9,3,3,9,26,61,0.438,0.29,0.909,5.5,1.8,1.1,0.3,0.1,0.1,2023-10-29, DEN @ OKC
2023-2024,92,Sasha Vezenkov,28,1,42,511,84,191,45,120,12,15,30,96,19,20,7,12,42,225,0.44,0.375,0.8,12.2,5.4,2.3,0.5,0.5,0.2,2023-10-25, SAC @ UTA
2023-2024,93,Tristan Vukcevic,20,1,10,153,29,67,10,36,17,22,6,36,13,5,7,10,28,85,0.433,0.278,0.773,15.3,8.5,3.6,1.3,0.5,0.7,2024-03-23, WAS vs. TOR
2023-2024,94,Jarace Walker,20,2,59,811,95,226,47,119,27,40,24,153,79,45,20,54,73,264,0.42,0.395,0.675,13.7,4.5,2.6,1.3,0.8,0.3,2023-10-25, IND vs. WAS
2023-2024,95,Cason Wallace,20,2,107,2359,288,612,123,318,35,44,85,280,175,120,55,61,181,734,0.471,0.387,0.795,22.0,6.9,2.6,1.6,1.1,0.5,2023-10-25, OKC @ CHI
2023-2024,96,Jordan Walsh,19,2,26,237,15,44,7,31,1,3,11,40,9,10,7,7,22,38,0.341,0.226,0.333,9.1,1.5,1.5,0.3,0.4,0.3,2024-01-17, BOS vs. SAS
2023-2024,97,Victor Wembanyama,20,2,91,2751,724,1549,189,573,361,445,202,959,350,112,320,331,196,1998,0.467,0.33,0.811,30.2,22.0,10.5,3.8,1.2,3.5,2023-10-25, SAS vs. DAL
2023-2024,98,Cam Whitmore,19,2,55,959,230,515,80,241,86,128,48,191,37,31,18,49,73,626,0.447,0.332,0.672,17.4,11.4,3.5,0.7,0.6,0.3,2023-10-25, HOU @ ORL
2023-2024,99,Malik Williams,25,1,7,107,9,34,1,5,0,2,15,38,2,3,4,3,15,19,0.265,0.2,0.0,15.3,2.7,5.4,0.3,0.4,0.6,2024-04-03,TOR @ MIN
2023-2024,100,Jalen Wilson,23,2,67,1268,149,350,57,169,75,89,71,215,88,21,5,41,103,430,0.426,0.337,0.843,18.9,6.4,3.2,1.3,0.3,0.1,2023-11-01,BRK @ MIA
2023-2024,101,Isaiah Wong,23,2,4,55,9,23,2,7,9,12,5,11,8,3,0,4,6,29,0.391,0.286,0.75,13.8,7.3,2.8,2.0,0.8,0.0,2023-12-09,IND @ LAL
2024-2025,1,Trey Alexander,21,1,9,44,3,12,1,6,2,2,0,1,2,0,1,1,3,9,0.25,0.167,1.0,4.9,1.0,0.1,0.2,0.0,0.1,2024-10-24, DEN vs. OKC
2024-2025,2,Jamison Battle,23,1,24,326,49,101,33,75,9,11,14,48,22,3,4,8,28,140,0.485,0.44,0.818,13.6,5.8,2.0,0.9,0.1,0.2,2024-10-23, TOR vs. CLE
2024-2025,3,Reece Beekman,23,1,2,4,1,1,0,0,0,0,1,1,1,1,0,0,1,2,1.0,,,2.0,1.0,0.5,0.5,0.5,0.0,2024-10-29, GSW vs. NOP
2024-2025,4,Adem Bona,21,1,14,90,8,13,0,0,5,6,8,24,0,0,6,6,15,21,0.615,,0.833,6.4,1.5,1.7,0.0,0.0,0.4,2024-10-23, PHI vs. MIL
2024-2025,5,Jalen Bridges,23,1,2,11,0,2,0,2,1,2,0,1,0,0,0,2,0,1,0.0,0.0,0.5,5.5,0.5,0.5,0.0,0.0,0.0,2024-11-13, PHO @ SAC
2024-2025,6,Matas Buzelis,20,1,25,324,45,121,22,63,21,26,14,66,12,8,20,17,36,133,0.372,0.349,0.808,13.0,5.3,2.6,0.5,0.3,0.8,2024-10-23, CHI @ NOP
2024-2025,7,Branden Carlson,25,1,5,18,1,7,0,5,2,2,3,8,2,1,1,0,1,4,0.143,0.0,1.0,3.6,0.8,1.6,0.4,0.2,0.2,2024-11-25, OKC @ SAC
2024-2025,8,Carlton Carrington,19,1,23,658,76,198,33,105,20,25,6,95,93,22,7,44,72,205,0.384,0.314,0.8,28.6,8.9,4.1,4.0,1.0,0.3,2024-10-24, WAS vs. BOS
2024-2025,9,Stephon Castle,20,1,24,658,100,259,29,103,62,84,19,63,92,22,10,45,40,291,0.386,0.282,0.738,27.4,12.1,2.6,3.8,0.9,0.4,2024-10-24, SAS @ DAL
2024-2025,10,Ulrich Chomche,19,1,1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1.0,,,5.0,2.0,1.0,0.0,0.0,0.0,2024-10-23, TOR vs. CLE
2024-2025,11,Cam Christie,19,1,1,18,2,7,1,4,0,0,1,3,0,2,0,1,0,5,0.286,0.25,,18.0,5.0,3.0,0.0,2.0,0.0,2024-12-04,LAC vs. MIN
